Actor1Geo_CountryCode,Actor2Geo_CountryCode,ActionGeo_CountryCode,Event Code,Reason,AC1_lat,AC1_lon,AC2_lat,AC2_lon,AC_lat,AC_lon,Source Url,Source City,Keyword
LE,GM,GM,075,"Grant asylum
",33.8719,35.5097,52.4,7.98333,52.4,7.98333,http://reliefweb.int/report/lebanon/syrian-refugees-leave-beirut-temporary-resettlement-germany,"Beirut, Beyrouth, Lebanon","Bramsche, Niedersachsen, Germany","conflict,humanitarian,help,billion,humanitarian,"
LE,LE,GM,075,"Grant asylum
",33.8719,35.5097,33.8719,35.5097,52.4,7.98333,http://reliefweb.int/report/lebanon/syrian-refugees-leave-beirut-temporary-resettlement-germany,"Beirut, Beyrouth, Lebanon","Beirut, Beyrouth, Lebanon","conflict,humanitarian,help,billion,humanitarian,"
SY,SY,SY,080,"Yield, not specified below 
",35,38,35,38,35,38,http://www.bbc.co.uk/news/uk-politics-25645773,Syria,Syria,"asylum,seekers,asylum,seekers,asylum,asylum,seekers,refugee,conflict,help,help,Syria,asylum,asylum,seekers,Syria,asylum,terrible,humanitarian,"
US,SY,SY,060,"Engage in material cooperation, not specified below
",38.8951,-77.0364,33.5,36.3,33.5,36.3,http://www.reuters.com/article/2014/01/07/us-syria-crisis-usa-idUSBREA061D520140107,"Washington, District of Columbia, United States","Damascus, Dimashq, Syria","donors,humanitarian,refugee,asylum,billion,humanitarian,aid,immigrants,Syria,"
SY,SY,SY,070,"Provide aid, not specified below
",33.5,36.3,33.5,36.3,33.5,36.3,http://www.dnaindia.com/world/report-us-senators-push-to-admit-more-syrian-refugees-1947066,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria","donors,humanitarian,refugee,asylum,billion,humanitarian,aid,immigrants,Syria,"
US,SY,US,070,"Provide aid, not specified below
",38.8951,-77.0364,33.5,36.3,38.8951,-77.0364,http://www.reuters.com/article/2014/01/07/us-syria-crisis-usa-idUSBREA061D520140107,"Washington, District of Columbia, United States","Damascus, Dimashq, Syria","donors,humanitarian,refugee,asylum,billion,humanitarian,aid,immigrants,Syria,"
SY,SY,SY,075,"Grant asylum
",35,38,35,38,35,38,"http://www.ynetnews.com/articles/0,7340,L-4474351,00.html",Syria,Syria,"aid,"
SY,SY,SY,043,"Host a visit
",35,38,35,38,35,38,http://www.albawaba.com/business/jordan-water-545798,Syria,Syria,"refugee,infrastructure,aid,"
JO,JO,JO,010,"Make statement, not specified below
",31.8333,36.8333,31.8333,36.8333,31.8333,36.8333,http://www.albawaba.com/business/jordan-water-545798,"Zarqa Governorate, Az Zarqa, Jordan","Zarqa Governorate, Az Zarqa, Jordan","refugee,infrastructure,aid,"
IS,SY,IS,080,"Yield, not specified below 
",32.9656,35.5005,33.5,36.3,32.9656,35.5005,http://www.globaltimes.cn/content/836440.shtml,"Safad, Ha?afon, Israel","Damascus, Dimashq, Syria","worse,Syria,suffering,worse,Syria,force,conflict,Syria,"
JO,SY,SY,042,"Make a visit
",31,36,35,38,35,38,http://reliefweb.int/report/jordan/joint-assessment-review-syrian-refugee-response-jordan,Jordan,Syria,"Syria,refugee,"
SY,SY,SY,043,"Host a visit
",33.5,36.3,33.5,36.3,33.5,36.3,http://www.dailystar.com.lb/News/Lebanon-News/2014/Jan-09/243527-palestinians-fear-war-with-hezbollah.ashx,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria","worse,"
LE,SY,LE,043,"Host a visit
",33.2422,35.2142,33.5,36.3,33.2422,35.2142,http://www.dailystar.com.lb/News/Lebanon-News/2014/Jan-09/243527-palestinians-fear-war-with-hezbollah.ashx,"Rashidieh, Liban-Sud, Lebanon","Damascus, Dimashq, Syria","worse,"
LE,LE,LE,043,"Host a visit
",33.2422,35.2142,33.2422,35.2142,33.2422,35.2142,http://www.dailystar.com.lb/News/Lebanon-News/2014/Jan-09/243527-palestinians-fear-war-with-hezbollah.ashx,"Rashidieh, Liban-Sud, Lebanon","Rashidieh, Liban-Sud, Lebanon","worse,"
IS,SY,IS,080,"Yield, not specified below 
",32.9656,35.5005,33.5,36.3,32.9656,35.5005,http://www.globaltimes.cn/content/836440.shtml,"Safad, Ha?afon, Israel","Damascus, Dimashq, Syria","worse,Syria,suffering,worse,Syria,force,conflict,Syria,"
JO,SY,JO,042,"Make a visit
",31.8333,36.8333,35,38,31.8333,36.8333,http://www.albawaba.com/business/jordan-water-545798,"Zarqa Governorate, Az Zarqa, Jordan",Syria,"refugee,infrastructure,aid,"
SY,SY,SY,043,"Host a visit
",33.5,36.3,33.5,36.3,33.5,36.3,http://www.dailystar.com.lb/News/Middle-East/2014/Jan-09/243526-un-aided-380000-victims-of-gender-violence.ashx,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria","help,Syria,humanitarian,Syria,agency,"
JO,SY,JO,042,"Make a visit
",31.8333,36.8333,35,38,31.8333,36.8333,http://www.albawaba.com/business/jordan-water-545798,"Zarqa Governorate, Az Zarqa, Jordan",Syria,"refugee,infrastructure,aid,"
SY,IS,IS,051,"Praise or endorse
",33.5,36.3,31.5,34.75,31.5,34.75,http://electronicintifada.net/content/lebanon-charges-punitive-registration-fees-palestinians-fleeing-syria-war/13065,"Damascus, Dimashq, Syria",Israel,"refugee,Syria,chaos,Syria,Refugees,Syria,Syria,Syria,refugee,Syria,agency,help,humanitarian,Syria,"
SY,LE,LE,042,"Make a visit
",33.5,36.3,33.2422,35.2142,33.2422,35.2142,http://www.dailystar.com.lb/News/Lebanon-News/2014/Jan-09/243527-palestinians-fear-war-with-hezbollah.ashx,"Damascus, Dimashq, Syria","Rashidieh, Liban-Sud, Lebanon","worse,"
LE,LE,LE,042,"Make a visit
",33.2422,35.2142,33.2422,35.2142,33.2422,35.2142,http://www.dailystar.com.lb/News/Lebanon-News/2014/Jan-09/243527-palestinians-fear-war-with-hezbollah.ashx,"Rashidieh, Liban-Sud, Lebanon","Rashidieh, Liban-Sud, Lebanon","worse,"
SY,IS,IS,051,"Praise or endorse
",33.5,36.3,31.5,34.75,31.5,34.75,http://electronicintifada.net/content/lebanon-charges-punitive-registration-fees-palestinians-fleeing-syria-war/13065,"Damascus, Dimashq, Syria",Israel,"refugee,Syria,chaos,Syria,Refugees,Syria,Syria,Syria,refugee,Syria,agency,help,humanitarian,Syria,"
SY,SY,SY,190,"Use conventional military force, not specified below
",35,38,35,38,35,38,http://www.un.org/apps/news/story.asp?NewsID=46893&Cr=&Cr1=,Syria,Syria,"attacks,attacks,Refugees,humanitarian,humanitarian,"
SY,SY,SY,042,"Make a visit
",33.5,36.3,33.5,36.3,33.5,36.3,http://www.dailystar.com.lb/News/Middle-East/2014/Jan-09/243526-un-aided-380000-victims-of-gender-violence.ashx,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria","help,Syria,humanitarian,Syria,agency,"
SY,JO,JO,043,"Host a visit
",35,38,31.8333,36.8333,31.8333,36.8333,http://www.albawaba.com/business/jordan-water-545798,Syria,"Zarqa Governorate, Az Zarqa, Jordan","refugee,infrastructure,aid,"
IZ,IZ,IZ,1712,"Destroy property
",33.3558,43.7861,33.3558,43.7861,33.3558,43.7861,http://www.jpost.com/Opinion/Columnists/The-US-and-the-fight-for-survival-of-Assad-Obamas-strange-allies-337501,"Falluja, Al Anbar, Iraq","Falluja, Al Anbar, Iraq","Syria,Syria,Syria,Syria,Syria,Syria,Syria,chaos,others,"
SY,SY,SY,1712,"Destroy property
",35,38,35,38,35,38,http://www.jpost.com/Opinion/Columnists/The-US-and-the-fight-for-survival-of-Assad-Obamas-strange-allies-337501,Syria,Syria,"Syria,Syria,Syria,Syria,Syria,Syria,Syria,chaos,others,"
SY,SY,GR,190,"Use conventional military force, not specified below
",35,38,35,38,39,22,http://uk.news.yahoo.com/bulgarian-golden-dawn-nationalists-launch-attacks-against-syrian-175747395.html,Syria,Syria,"attacks,refugee,Refugees,aid,established,refugee,refugee,attacks,police,"
TU,TU,TU,043,"Host a visit
",39.9272,32.8644,39.9272,32.8644,39.9272,32.8644,http://thehimalayantimes.com/rssReference.php?headline=Turkish+police+purge+reaches+top+ranks+amid+graft+scandal&NewsID=402361,"Ankara, Ankara, Turkey","Ankara, Ankara, Turkey","police,police,force,injuring,aid,billion,"
SY,SY,SY,043,"Host a visit
",35,38,35,38,35,38,http://thehimalayantimes.com/rssReference.php?headline=Turkish+police+purge+reaches+top+ranks+amid+graft+scandal&NewsID=402361,Syria,Syria,"police,police,force,injuring,aid,billion,"
SY,SY,SY,030,"Express intent to cooperate, not specified below
",36.2028,37.1586,36.2028,37.1586,36.2028,37.1586,http://www.irishtimes.com/news/world/middle-east/syrian-rebels-seize-headquarters-of-al-qaeda-linked-faction-1.1648794,"Aleppo, ?alab, Syria","Aleppo, ?alab, Syria","regional,Syria,Syria,Syria,conflict,attacks,"
SY,SY,SY,042,"Make a visit
",35,38,35,38,35,38,http://www.albawaba.com/business/jordan-water-545798,Syria,Syria,"refugee,infrastructure,aid,"
SY,UK,UK,030,"Express intent to cooperate, not specified below
",35,38,54,-2,54,-2,http://www.worldbulletin.net/?aType=haber&ArticleID=126509,Syria,United Kingdom,"asylum,seekers,asylum,Syria,asylum,asylum,seekers,Syria,asylum,asylum,seekers,refugee,aid,aid,"
SY,JO,JO,0233,"Appeal for humanitarian aid
",35,38,31,36,31,36,http://www.IRINnews.org/report/99440/iraq-fighting-prevents-aid-workers-reaching-displaced,Syria,Jordan,"humanitarian,regional,humanitarian,humanitarian,humanitarian,agency,conflict,border,refugee,sanitation,"
SY,JO,SY,043,"Host a visit
",35,38,31,36,35,38,http://reliefweb.int/report/jordan/joint-assessment-review-syrian-refugee-response-jordan,Syria,Jordan,"Syria,refugee,"
SY,JO,JO,043,"Host a visit
",35,38,31.8333,36.8333,31.8333,36.8333,http://www.albawaba.com/business/jordan-water-545798,Syria,"Zarqa Governorate, Az Zarqa, Jordan","refugee,infrastructure,aid,"
TU,TU,TU,042,"Make a visit
",39.9272,32.8644,39.9272,32.8644,39.9272,32.8644,http://thehimalayantimes.com/rssReference.php?headline=Turkish+police+purge+reaches+top+ranks+amid+graft+scandal&NewsID=402361,"Ankara, Ankara, Turkey","Ankara, Ankara, Turkey","police,police,force,injuring,aid,billion,"
SY,SY,SY,042,"Make a visit
",35,38,35,38,35,38,http://thehimalayantimes.com/rssReference.php?headline=Turkish+police+purge+reaches+top+ranks+amid+graft+scandal&NewsID=402361,Syria,Syria,"police,police,force,injuring,aid,billion,"
TU,SY,SY,0874,"Retreat or surrender militarily
",39,35,35,38,35,38,http://www.sbs.com.au/news/article/2014/01/09/navy-violence-unsurprising-advocate,Turkey,Syria,"asylum,seekers,refugee,refugee,asylum,asylum,asylum,seekers,asylum,seekers,force,asylum,seekers,border,"
TU,SY,TU,0874,"Retreat or surrender militarily
",39,35,35,38,39,35,http://www.sbs.com.au/news/article/2014/01/09/navy-violence-unsurprising-advocate,Turkey,Syria,"asylum,seekers,refugee,refugee,asylum,asylum,asylum,seekers,asylum,seekers,force,asylum,seekers,border,"
US,SY,SY,060,"Engage in material cooperation, not specified below
",38.8951,-77.0364,33.5,36.3,33.5,36.3,http://gulfnews.com/news/region/syria/us-senators-push-to-let-in-more-syrian-refugees-1.1275049,"Washington, District of Columbia, United States","Damascus, Dimashq, Syria","donors,humanitarian,refugee,asylum,billion,humanitarian,aid,immigrants,Syria,"
US,SY,SY,060,"Engage in material cooperation, not specified below
",38.8951,-77.0364,35,38,35,38,http://www.dailystar.com.lb/News/Middle-East/2014/Jan-09/243524-us-senators-urge-admission-of-refugees.ashx,"Washington, District of Columbia, United States",Syria,"asylum,billion,humanitarian,aid,immigrants,"
US,SY,US,070,"Provide aid, not specified below
",38.8951,-77.0364,33.5,36.3,38.8951,-77.0364,http://gulfnews.com/news/region/syria/us-senators-push-to-let-in-more-syrian-refugees-1.1275049,"Washington, District of Columbia, United States","Damascus, Dimashq, Syria","donors,humanitarian,refugee,asylum,billion,humanitarian,aid,immigrants,Syria,"
US,SY,US,070,"Provide aid, not specified below
",38.8951,-77.0364,35,38,38.8951,-77.0364,http://www.dailystar.com.lb/News/Middle-East/2014/Jan-09/243524-us-senators-urge-admission-of-refugees.ashx,"Washington, District of Columbia, United States",Syria,"asylum,billion,humanitarian,aid,immigrants,"
SY,SY,SY,070,"Provide aid, not specified below
",35,38,35,38,35,38,http://www.worldbulletin.net/?aType=haber&ArticleID=126478,Syria,Syria,"donors,humanitarian,refugee,asylum,billion,humanitarian,aid,immigrants,Syria,"
CU,CU,CU,075,"Grant asylum
",21.5,-80,21.5,-80,21.5,-80,http://www.timesofisrael.com/senators-push-to-allow-more-syrian-refugees/,Cuba,Cuba,"aid,arrive,"
TU,SY,TU,090,"Investigate, not specified below
",39,35,35,38,39,35,http://voiceofrussia.com/2014_01_10/Manger-for-monsters-children-become-part-of-criminal-world-3978/,Turkey,Syria,"police,police,Syria,humanitarian,Syria,dysfunctional,"
UK,UK,UK,020,"Appeal, not specified below
",53.3333,-3.83333,53.3333,-3.83333,53.3333,-3.83333,http://www.walesonline.co.uk/news/wales-news/welsh-leaders-call-uk-open-6481968,"Llandudno, Conwy, United Kingdom","Llandudno, Conwy, United Kingdom","asylum,seekers,asylum,seekers,Syria,Syria,refugee,humanitarian,asylum,help,refugee,terrible,humanitarian,"
SY,SY,SY,020,"Appeal, not specified below
",35,38,35,38,35,38,http://politicalnews.me/?id=26555&keys=SYRIA-WORST-HUMANITARIAN-CRISIS,Syria,Syria,"Refugees,Refugees,refugee,Syria,humanitarian,refugee,humanitarian,help,suffering,billion,humanitarian,aid,refugee,refugee,"
SY,SY,SY,020,"Appeal, not specified below
",35,38,35,38,35,38,http://politicalnews.me/?id=26555&keys=SYRIA-WORST-HUMANITARIAN-CRISIS,Syria,Syria,"Refugees,Refugees,refugee,Syria,humanitarian,refugee,humanitarian,help,suffering,billion,humanitarian,aid,refugee,refugee,"
JO,SY,SY,192,"Occupy territory
",31,36,35,38,35,38,http://www.albawaba.com/business/jordan-syria-refugees-546088,Jordan,Syria,"infrastructure,Syria,Syria,refugee,border,infrastructure,others,aid,Syria,humanitarian,"
IS,SY,SY,010,"Make statement, not specified below
",31.5,34.75,33.5,36.3,33.5,36.3,http://www.algemeiner.com/2014/01/09/world-is-silent-as-lebanon-abuses-palestinian-refugees/,Israel,"Damascus, Dimashq, Syria","chaos,Syria,Refugees,Syria,Syria,help,Syria,worse,Syria,condemn,"
IS,IS,IS,010,"Make statement, not specified below
",31.5,34.75,31.5,34.75,31.5,34.75,http://www.algemeiner.com/2014/01/09/world-is-silent-as-lebanon-abuses-palestinian-refugees/,Israel,Israel,"chaos,Syria,Refugees,Syria,Syria,help,Syria,worse,Syria,condemn,"
JO,JO,JO,071,"Provide economic aid
",32.5,35.8333,32.5,35.8333,32.5,35.8333,http://www.ansa.it/ansamed/en/news/sections/generalnews/2014/01/09/EU-grants-Jordan-40-mln-euros-Syrian-refugee-crisis_9873870.html,"Governorate Of Irbid, Irbid, Jordan","Governorate Of Irbid, Irbid, Jordan","refugee,help,refugee,sanitation,help,refugee,help,help,"
LE,SY,LE,043,"Host a visit
",33.8333,35.8333,35,38,33.8333,35.8333,http://politicalnews.me/?id=26555&keys=SYRIA-WORST-HUMANITARIAN-CRISIS,Lebanon,Syria,"Refugees,Refugees,refugee,Syria,humanitarian,refugee,humanitarian,help,suffering,billion,humanitarian,aid,refugee,refugee,"
LE,SY,SY,051,"Praise or endorse
",33.8333,35.8333,35,38,35,38,http://reliefweb.int/report/lebanon/lebanon-development-operational-plan-2014,Lebanon,Syria,"humanitarian,humanitarian,humanitarian,suffering,"
LE,LE,LE,070,"Provide aid, not specified below
",33.8333,35.8333,33.8333,35.8333,33.8333,35.8333,http://reliefweb.int/report/lebanon/red-crescent-authority-continues-provide-relief-aid-syrian-refugees-lebanon,Lebanon,Lebanon,"humanitarian,refugee,humanitarian,aid,suffering,aid,humanitarian,"
IS,SY,SY,010,"Make statement, not specified below
",31.5,34.75,33.5,36.3,33.5,36.3,http://www.algemeiner.com/2014/01/09/world-is-silent-as-lebanon-abuses-palestinian-refugees/,Israel,"Damascus, Dimashq, Syria","chaos,Syria,Refugees,Syria,Syria,help,Syria,worse,Syria,condemn,"
IS,IS,IS,010,"Make statement, not specified below
",31.5,34.75,31.5,34.75,31.5,34.75,http://www.algemeiner.com/2014/01/09/world-is-silent-as-lebanon-abuses-palestinian-refugees/,Israel,Israel,"chaos,Syria,Refugees,Syria,Syria,help,Syria,worse,Syria,condemn,"
SY,SY,AE,020,"Appeal, not specified below
",35,38,35,38,25.4069,55.4441,http://reliefweb.int/report/jordan/human-appeal-international-supports-unrwa,Syria,Syria,"conflict,Syria,Syria,refugee,agency,established,help,infrastructure,activities,"
SY,SY,SY,020,"Appeal, not specified below
",35,38,35,38,35,38,http://reliefweb.int/report/jordan/human-appeal-international-supports-unrwa,Syria,Syria,"conflict,Syria,Syria,refugee,agency,established,help,infrastructure,activities,"
LE,SY,LE,043,"Host a visit
",33.2422,35.2142,33.5,36.3,33.2422,35.2142,http://www.albawaba.com/news/lebanon-palestine-hezbollah-546020,"Rashidieh, Liban-Sud, Lebanon","Damascus, Dimashq, Syria","refugee,Syria,refugee,worse,force,others,refugee,Syria,Syria,others,Syria,"
US,US,US,070,"Provide aid, not specified below
",38.8951,-77.0364,38.8951,-77.0364,38.8951,-77.0364,http://politicalnews.me/?id=26555&keys=SYRIA-WORST-HUMANITARIAN-CRISIS,"Washington, District of Columbia, United States","Washington, District of Columbia, United States","Refugees,Refugees,refugee,Syria,humanitarian,refugee,humanitarian,help,suffering,billion,humanitarian,aid,refugee,refugee,"
SY,SY,SY,010,"Make statement, not specified below
",35,38,35,38,35,38,http://english.ahram.org.eg/NewsContentP/1/91237/Egypt/Syrian-doctors-running-Cairo-clinic-arrested-and-d.aspx,Syria,Syria,"police,police,refugee,agency,conflict,refugee,refugee,refugee,refugee,"
SY,LE,LE,042,"Make a visit
",33.5,36.3,33.2422,35.2142,33.2422,35.2142,http://www.albawaba.com/news/lebanon-palestine-hezbollah-546020,"Damascus, Dimashq, Syria","Rashidieh, Liban-Sud, Lebanon","refugee,Syria,refugee,worse,force,others,refugee,Syria,Syria,others,Syria,"
LE,LE,LE,042,"Make a visit
",33.2422,35.2142,33.2422,35.2142,33.2422,35.2142,http://www.zawya.com/story/Palestinians_fear_war_with_Hezbollah-DS09012014_dsart*243527/,"Rashidieh, Liban-Sud, Lebanon","Rashidieh, Liban-Sud, Lebanon","refugee,worse,force,others,refugee,Syria,Syria,others,Syria,"
CG,CG,CG,190,"Use conventional military force, not specified below
",0,25,0,25,0,25,http://www.ndtv.com/article/india/indian-peacekeepers-second-highest-casualties-in-2013-attacks-un-469064,Democratic Republic Of The Congo,Democratic Republic Of The Congo,"attacks,attacks,Refugees,police,humanitarian,humanitarian,"
SY,SY,SY,190,"Use conventional military force, not specified below
",35,38,35,38,35,38,http://www.ndtv.com/article/india/indian-peacekeepers-second-highest-casualties-in-2013-attacks-un-469064,Syria,Syria,"attacks,attacks,Refugees,police,humanitarian,humanitarian,"
SY,US,US,070,"Provide aid, not specified below
",35,38,38.8951,-77.0364,38.8951,-77.0364,http://politicalnews.me/?id=26555&keys=SYRIA-WORST-HUMANITARIAN-CRISIS,Syria,"Washington, District of Columbia, United States","Refugees,Refugees,refugee,Syria,humanitarian,refugee,humanitarian,help,suffering,billion,humanitarian,aid,refugee,refugee,"
SY,SY,SY,180,"Use unconventional violence, not specified below
",35,38,35,38,35,38,http://www.naharnet.com/stories/en/113309-syrian-child-sexually-assaulted-by-hiv-positive-man-in-marjeyoun,Syria,Syria,"town,refugee,others,"
TU,TU,TU,190,"Use conventional military force, not specified below
",40.2477,28.4278,40.2477,28.4278,40.2477,28.4278,http://www.standartnews.com/english/read/the_bulgarian_golden_dawn_nationalists_launch_attacks_against_syrian_refugees__report-2316.html,"Harmanli, Bursa, Turkey","Harmanli, Bursa, Turkey","attacks,refugee,Refugees,aid,established,refugee,refugee,attacks,police,"
SY,SY,SY,043,"Host a visit
",35.5148,35.7768,35.5148,35.7768,35.5148,35.7768,http://www.ansamed.info/ansamed/en/news/sections/generalnews/2014/01/09/Syria-OPCW-says-60-days-needed-destroy-toxic-gases_9872332.html,"Latakia, Al Ladhiqiyah, Syria","Latakia, Al Ladhiqiyah, Syria","attacks,established,arrive,Syria,humanitarian,flee,refugee,Syria,billion,"
TU,SY,SY,043,"Host a visit
",37.0017,35.3289,37.1981,42.1189,37.1981,42.1189,http://www.loudountimes.com/news/article/a_humbling_experience_loudoun_leaders_meet_syrian_refugees543,"Adana, Adana, Turkey","Bab Al-Hawa, Al ?asakah, Syria","refugee,refugee,others,help,help,aid,regional,help,help,help,Syria,"
TU,TU,TU,043,"Host a visit
",39.9272,32.8644,39.9272,32.8644,39.9272,32.8644,http://www.thejakartaglobe.com/international/turkish-police-purge-reaches-top-ranks-amid-graft-scandal/,"Ankara, Ankara, Turkey","Ankara, Ankara, Turkey","police,police,elections,agency,Syria,police,elections,"
JO,JO,JO,043,"Host a visit
",31.95,35.9333,31.95,35.9333,31.95,35.9333,http://www.ansa.it/ansamed/en/news/nations/lebanon/2014/01/09/Half-Syrian-population-poverty-35-years-lost-_9872921.html,"Amman, (JO11), Jordan","Amman, (JO11), Jordan","Syria,humanitarian,flee,refugee,Syria,billion,"
SY,SY,SY,043,"Host a visit
",37.1981,42.1189,37.1981,42.1189,37.1981,42.1189,http://www.loudountimes.com/news/article/a_humbling_experience_loudoun_leaders_meet_syrian_refugees543,"Bab Al-Hawa, Al ?asakah, Syria","Bab Al-Hawa, Al ?asakah, Syria","refugee,refugee,others,help,help,aid,regional,help,help,help,Syria,"
SY,SY,SY,043,"Host a visit
",35,38,35,38,35,38,http://zeenews.india.com/news/world/us-concerned-about-turkey-s-political-crisis_902951.html,Syria,Syria,"police,elections,chaos,"
SY,SY,IZ,1821,"Sexually assault
",36.2251,37.3266,36.2251,37.3266,36.1926,44.0106,http://www.ekurd.net/mismas/articles/misc2014/1/state7647.htm,"Afrin, ?alab, Syria","Afrin, ?alab, Syria","police,police,police,refugee,"
SY,SY,SY,180,"Use unconventional violence, not specified below
",35,38,35,38,35,38,http://www.naharnet.com/stories/en/113309-syrian-child-sexually-assaulted-by-hiv-positive-man-in-marjeyoun,Syria,Syria,"town,refugee,others,"
SY,SY,SY,173,"Arrest, detain, or charge with legal action 
",35,38,35,38,35,38,http://www.albawaba.com/editorchoice/four-syrian-sexually-lebanon-546216,Syria,Syria,"town,Syria,"
SY,SY,LE,180,"Use unconventional violence, not specified below
",35,38,35,38,33.3603,35.5911,http://www.albawaba.com/editorchoice/four-syrian-sexually-lebanon-546216,Syria,Syria,"town,Syria,"
SY,SY,SY,010,"Make statement, not specified below
",35,38,35,38,35,38,http://english.ahram.org.eg/NewsContentP/1/91237/Egypt/Syrian-doctors-running-Cairo-clinic-arrested-and-d.aspx,Syria,Syria,"police,police,refugee,agency,conflict,refugee,refugee,refugee,refugee,"
SY,SY,IZ,1821,"Sexually assault
",36.2251,37.3266,36.2251,37.3266,36.1926,44.0106,http://www.ekurd.net/mismas/articles/misc2014/1/state7647.htm,"Afrin, ?alab, Syria","Afrin, ?alab, Syria","police,police,police,refugee,"
SY,SY,IZ,1821,"Sexually assault
",36.2251,37.3266,36.2251,37.3266,36.1926,44.0106,http://www.ekurd.net/mismas/articles/misc2014/1/state7647.htm,"Afrin, ?alab, Syria","Afrin, ?alab, Syria","police,police,police,refugee,"
SY,JO,JO,0233,"Appeal for humanitarian aid
",35,38,31,36,31,36,http://www.globalsecurity.org/wmd/library/news/iraq/2014/iraq-140108-irin01.htm,Syria,Jordan,"aid,humanitarian,regional,humanitarian,humanitarian,humanitarian,agency,conflict,border,refugee,sanitation,humanitarian,"
SY,LE,LE,042,"Make a visit
",35,38,33.8333,35.8333,33.8333,35.8333,http://politicalnews.me/?id=26555&keys=SYRIA-WORST-HUMANITARIAN-CRISIS,Syria,Lebanon,"Refugees,Refugees,refugee,Syria,humanitarian,refugee,humanitarian,help,suffering,billion,humanitarian,aid,refugee,refugee,"
LE,LE,LE,180,"Use unconventional violence, not specified below
",33.3603,35.5911,33.3603,35.5911,33.3603,35.5911,http://www.albawaba.com/editorchoice/four-syrian-sexually-lebanon-546216,"Marjayoun, Nabatî, Lebanon","Marjayoun, Nabatî, Lebanon","town,Syria,"
SY,LE,SY,181,"Abduct, hijack, or take hostage 
",35,38,33.8333,35.8333,35,38,http://www.zawya.com/story/Lebanese_kidnapper_of_Syrian_girl_apprehended-DS09012014_dsart*243531/,Syria,Lebanon,
SY,SY,SY,040,"Consult, not specified below
",35,38,35,38,35,38,http://www.zawya.com/story/Hamdan_bin_Zayed_hails_role_of_philanthropists_in_supporting_RCAs_initiatives-WAM20140109161043772/,Syria,Syria,"humanitarian,humanitarian,"
SY,SY,SY,042,"Make a visit
",35.5148,35.7768,35.5148,35.7768,35.5148,35.7768,http://www.ansamed.info/ansamed/en/news/sections/generalnews/2014/01/09/Syria-OPCW-says-60-days-needed-destroy-toxic-gases_9872332.html,"Latakia, Al Ladhiqiyah, Syria","Latakia, Al Ladhiqiyah, Syria","attacks,established,arrive,Syria,humanitarian,flee,refugee,Syria,billion,"
TU,TU,TU,042,"Make a visit
",39.9272,32.8644,39.9272,32.8644,39.9272,32.8644,http://www.thejakartaglobe.com/international/turkish-police-purge-reaches-top-ranks-amid-graft-scandal/,"Ankara, Ankara, Turkey","Ankara, Ankara, Turkey","police,police,elections,agency,Syria,police,elections,"
US,US,US,042,"Make a visit
",39.1368,-77.7147,39.1368,-77.7147,39.1368,-77.7147,http://www.loudountimes.com/news/article/a_humbling_experience_loudoun_leaders_meet_syrian_refugees543,"Purcellville, Virginia, United States","Purcellville, Virginia, United States","refugee,refugee,others,help,help,aid,regional,help,help,help,Syria,"
SY,SY,SY,042,"Make a visit
",37.1981,42.1189,37.1981,42.1189,37.1981,42.1189,http://www.loudountimes.com/news/article/a_humbling_experience_loudoun_leaders_meet_syrian_refugees543,"Bab Al-Hawa, Al ?asakah, Syria","Bab Al-Hawa, Al ?asakah, Syria","refugee,refugee,others,help,help,aid,regional,help,help,help,Syria,"
SY,SY,SY,042,"Make a visit
",35,38,35,38,35,38,http://zeenews.india.com/news/world/us-concerned-about-turkey-s-political-crisis_902951.html,Syria,Syria,"police,elections,chaos,"
SY,SY,SY,051,"Praise or endorse
",35,38,35,38,35,38,http://reliefweb.int/report/lebanon/lebanon-development-operational-plan-2014,Syria,Syria,"humanitarian,humanitarian,humanitarian,suffering,"
SY,SY,SY,070,"Provide aid, not specified below
",35,38,35,38,35,38,http://www.zawya.com/story/Hamdan_bin_Zayed_hails_role_of_philanthropists_in_supporting_RCAs_initiatives-WAM20140109161043772/,Syria,Syria,"humanitarian,humanitarian,"
SY,SY,SY,173,"Arrest, detain, or charge with legal action 
",35,38,35,38,35,38,http://www.albawaba.com/editorchoice/four-syrian-sexually-lebanon-546216,Syria,Syria,"town,Syria,"
SY,TU,TU,042,"Make a visit
",33.5,36.3,41.0186,28.9647,41.0186,28.9647,http://spectator.org/articles/57377/turkey-simmering,"Damascus, Dimashq, Syria","Istanbul, Istanbul, Turkey","police,attacks,police,border,"
SY,SY,SY,042,"Make a visit
",37.1981,42.1189,37.1981,42.1189,37.1981,42.1189,http://www.loudountimes.com/news/article/a_humbling_experience_loudoun_leaders_meet_syrian_refugees543,"Bab Al-Hawa, Al ?asakah, Syria","Bab Al-Hawa, Al ?asakah, Syria","refugee,refugee,others,help,help,aid,regional,help,help,help,Syria,"
